Background Questions,,,,,,,,,,,,,,
,Satisfied,25.0%,75.0%,4,,,,,,,,,,
,,,,,,,,,,,,,,
Q26 Respondents who indicated No Opinion on familiarity with BioNJ's lobbying efforts (all),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
New Jersey,2.6%,,,,,,,,,,,,,
Federal,3.2%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q26 How familiar are you with BioNJ's lobbying efforts (all),,,,,,,,,,,,,,
,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,,,,,,,,,
New Jersey,9.3%,46.0%,18.7%,20.0%,6.0%,,,,,,,,,
Federal,5.3%,29.8%,29.8%,27.2%,7.9%,,,,,,,,,
,,,,,,,,,,,,,,
Q26a Familiarity with BioNJ's lobbying efforts-New Jersey (all),,,,,,,,,,,,,,
,,New Jersey,,,,,Total,,,,,,,
,,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,Count,,,,,,,
All Respondents,_____________   _____________,9.3%,46.0%,18.7%,20.0%,6.0%,150,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,11.4%,48.6%,11.4%,21.4%,7.1%,70,,,,,,,
,Biotechnology/ Life Science Service,10.5%,40.4%,24.6%,21.1%,3.5%,57,,,,,,,
,Other,0.0%,54.5%,27.3%,9.1%,9.1%,22,,,,,,,
Position,CEO/CFO,15.0%,46.7%,16.7%,16.7%,5.0%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",4.0%,48.0%,12.0%,24.0%,12.0%,25,,,,,,,
,Service Provider,0.0%,58.3%,33.3%,8.3%,0.0%,12,,,,,,,
,Business Dev Director,11.5%,57.7%,11.5%,19.2%,0.0%,26,,,,,,,
,Other/Research,3.7%,25.9%,29.6%,29.6%,11.1%,27,,,,,,,
NJ Employees,Less than 10,7.5%,39.6%,18.9%,28.3%,5.7%,53,,,,,,,
,10 - 49,11.1%,52.8%,13.9%,13.9%,8.3%,36,,,,,,,
,50 or More,10.3%,43.6%,20.5%,20.5%,5.1%,39,,,,,,,
BioNJ Membership,Yes,9.1%,45.5%,17.4%,22.0%,6.1%,132,,,,,,,
,Former member,22.2%,44.4%,33.3%,0.0%,0.0%,9,,,,,,,
,Never member,0.0%,55.6%,22.2%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,10.7%,52.0%,17.3%,16.0%,4.0%,75,,,,,,,
,Some responsibility,9.8%,47.1%,17.6%,19.6%,5.9%,51,,,,,,,
,No responsibility,0.0%,26.1%,26.1%,34.8%,13.0%,23,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,12.0%,53.0%,14.0%,20.0%,1.0%,100,,,,,,,
,Neutral,0.0%,26.9%,26.9%,23.1%,23.1%,26,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,40.0%,40.0%,20.0%,5,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,16.7%,55.6%,5.6%,19.4%,2.8%,36,,,,,,,
,Satisfied,7.7%,46.2%,23.1%,20.5%,2.6%,78,,,,,,,
,Neutral,0.0%,25.0%,16.7%,25.0%,33.3%,12,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,16.7%,16.7%,50.0%,16.7%,6,,,,,,,
,,,,,,,,,,,,,,
Q26b Familiarity with BioNJ's lobbying efforts- Federal (all),,,,,,,,,,,,,,
,,Federal,,,,,Total,,,,,,,
,,Very Familiar,Familiar,Neutral,Not Familiar,Not Familiar At All,Count,,,,,,,
All Respondents,_____________   _____________,5.3%,29.8%,29.8%,27.2%,7.9%,151,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,7.0%,31.0%,26.8%,23.9%,11.3%,71,,,,,,,
,Biotechnology/ Life Science Service,3.6%,26.8%,32.1%,33.9%,3.6%,56,,,,,,,
,Other,4.3%,34.8%,34.8%,17.4%,8.7%,23,,,,,,,
Position,CEO/CFO,11.7%,33.3%,23.3%,25.0%,6.7%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,42.3%,15.4%,26.9%,15.4%,26,,,,,,,
,Service Provider,0.0%,50.0%,33.3%,16.7%,0.0%,12,,,,,,,
,Business Dev Director,4.0%,16.0%,48.0%,32.0%,0.0%,25,,,,,,,
,Other/Research,0.0%,14.3%,39.3%,32.1%,14.3%,28,,,,,,,
NJ Employees,Less than 10,6.1%,26.5%,24.5%,36.7%,6.1%,49,,,,,,,
,10 - 49,7.5%,20.0%,37.5%,27.5%,7.5%,40,,,,,,,
,50 or More,2.4%,36.6%,26.8%,24.4%,9.8%,41,,,,,,,
BioNJ Membership,Yes,4.5%,29.5%,28.0%,29.5%,8.3%,132,,,,,,,
,Former member,20.0%,40.0%,40.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,22.2%,44.4%,22.2%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,5.6%,34.7%,29.2%,25.0%,5.6%,72,,,,,,,
,Some responsibility,5.6%,33.3%,31.5%,20.4%,9.3%,54,,,,,,,
,No responsibility,0.0%,8.3%,29.2%,50.0%,12.5%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,5.9%,34.3%,28.4%,27.5%,3.9%,102,,,,,,,
,Neutral,0.0%,16.0%,24.0%,36.0%,24.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,50.0%,25.0%,25.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,10.8%,43.2%,16.2%,24.3%,5.4%,37,,,,,,,
,Satisfied,2.6%,28.2%,34.6%,30.8%,3.8%,78,,,,,,,
,Neutral,0.0%,8.3%,25.0%,25.0%,41.7%,12,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,0.0%,20.0%,60.0%,20.0%,5,,,,,,,
,,,,,,,,,,,,,,
Q27 Respondents who indicated No Opinion on New Jersey state policy issues (all),,,,,,,,,,,,,,
,No Opinion,,,,,,,,,,,,,
Funding/incentive programs for start-up companies and industry expansion,3.2%,,,,,,,,,,,,,
Increasing university research,3.2%,,,,,,,,,,,,,
"Promoting business-friendly climate, including tax reduction efforts",2.0%,,,,,,,,,,,,,
Job training,3.2%,,,,,,,,,,,,,
Biofuels standards,4.5%,,,,,,,,,,,,,
Biosimilars,3.9%,,,,,,,,,,,,,
Mandatory labeling of GMOs,6.6%,,,,,,,,,,,,,
Healthcare Reform,2.6%,,,,,,,,,,,,,
Other,42.1%,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Q27 How important are the following New Jersey state policy issues? (all),,,,,,,,,,,,,,
,Very Important,Important,Neutral,Not Important,Not Important At All,,,,,,,,,
Funding/incentive programs for start-up companies and industry expansion,43.3%,40.7%,11.3%,4.0%,0.7%,,,,,,,,,
Increasing university research,20.8%,52.3%,22.8%,3.4%,0.7%,,,,,,,,,
"Promoting business-friendly climate, including tax reduction efforts",40.3%,45.6%,12.1%,0.7%,1.3%,,,,,,,,,
Job training,17.1%,46.7%,29.6%,5.9%,0.7%,,,,,,,,,
Biofuels standards,4.1%,20.4%,55.8%,14.3%,5.4%,,,,,,,,,
Biosimilars,12.9%,38.1%,38.1%,8.2%,2.7%,,,,,,,,,
Mandatory labeling of GMOs,11.3%,22.5%,49.3%,11.3%,5.6%,,,,,,,,,
Healthcare Reform,26.8%,43.6%,24.2%,4.7%,0.7%,,,,,,,,,
Other,9.1%,9.1%,72.7%,0.0%,9.1%,,,,,,,,,
,,,,,,,,,,,,,,
Q27a Importance of Funding/incentive programs for start-up companies and industry expansion (all),,,,,,,,,,,,,,
,,Funding/incentive programs for start-up companies and industry expansion,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,43.3%,40.7%,11.3%,4.0%,0.7%,150,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,45.9%,37.8%,12.2%,2.7%,1.4%,74,,,,,,,
,Biotechnology/ Life Science Service,37.7%,49.1%,9.4%,3.8%,0.0%,53,,,,,,,
,Other,45.5%,31.8%,13.6%,9.1%,0.0%,22,,,,,,,
Position,CEO/CFO,52.5%,36.1%,8.2%,3.3%,0.0%,61,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",34.6%,46.2%,7.7%,7.7%,3.8%,26,,,,,,,
,Service Provider,30.0%,60.0%,10.0%,0.0%,0.0%,10,,,,,,,
,Business Dev Director,48.0%,24.0%,20.0%,8.0%,0.0%,25,,,,,,,
,Other/Research,32.1%,53.6%,14.3%,0.0%,0.0%,28,,,,,,,
NJ Employees,Less than 10,51.0%,32.7%,12.2%,4.1%,0.0%,49,,,,,,,
,10 - 49,41.5%,39.0%,14.6%,4.9%,0.0%,41,,,,,,,
,50 or More,43.6%,41.0%,10.3%,5.1%,0.0%,39,,,,,,,
BioNJ Membership,Yes,43.5%,41.2%,11.5%,3.8%,0.0%,131,,,,,,,
,Former member,50.0%,40.0%,10.0%,0.0%,0.0%,10,,,,,,,
,Never member,33.3%,33.3%,11.1%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,46.5%,42.3%,8.5%,2.8%,0.0%,71,,,,,,,
,Some responsibility,48.1%,38.9%,9.3%,1.9%,1.9%,54,,,,,,,
,No responsibility,25.0%,37.5%,25.0%,12.5%,0.0%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,46.6%,38.8%,11.7%,2.9%,0.0%,103,,,,,,,
,Neutral,33.3%,50.0%,12.5%,4.2%,0.0%,24,,,,,,,
,Not Valuable/Not Valuable At All,33.3%,33.3%,0.0%,33.3%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,54.3%,31.4%,14.3%,0.0%,0.0%,35,,,,,,,
,Satisfied,38.3%,45.7%,12.3%,3.7%,0.0%,81,,,,,,,
,Neutral,45.5%,45.5%,0.0%,9.1%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,50.0%,25.0%,0.0%,25.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q27b Importance of Increasing university research (all),,,,,,,,,,,,,,
,,Increasing university research,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,20.8%,52.3%,22.8%,3.4%,0.7%,149,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,18.7%,46.7%,28.0%,5.3%,1.3%,75,,,,,,,
,Biotechnology/ Life Science Service,21.6%,58.8%,17.6%,2.0%,0.0%,51,,,,,,,
,Other,22.7%,59.1%,18.2%,0.0%,0.0%,22,,,,,,,
Position,CEO/CFO,19.7%,55.7%,18.0%,6.6%,0.0%,61,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",19.2%,61.5%,15.4%,0.0%,3.8%,26,,,,,,,
,Service Provider,20.0%,70.0%,10.0%,0.0%,0.0%,10,,,,,,,
,Business Dev Director,30.4%,39.1%,30.4%,0.0%,0.0%,23,,,,,,,
,Other/Research,17.2%,41.4%,37.9%,3.4%,0.0%,29,,,,,,,
NJ Employees,Less than 10,18.8%,50.0%,25.0%,6.3%,0.0%,48,,,,,,,
,10 - 49,26.8%,51.2%,19.5%,2.4%,0.0%,41,,,,,,,
,50 or More,20.5%,53.8%,25.6%,0.0%,0.0%,39,,,,,,,
BioNJ Membership,Yes,21.5%,52.3%,22.3%,3.8%,0.0%,130,,,,,,,
,Former member,30.0%,40.0%,30.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,66.7%,22.2%,0.0%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,22.2%,51.4%,20.8%,5.6%,0.0%,72,,,,,,,
,Some responsibility,23.1%,53.8%,19.2%,1.9%,1.9%,52,,,,,,,
,No responsibility,12.5%,50.0%,37.5%,0.0%,0.0%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,21.8%,51.5%,22.8%,4.0%,0.0%,101,,,,,,,
,Neutral,24.0%,52.0%,24.0%,0.0%,0.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,66.7%,0.0%,33.3%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,14.3%,60.0%,25.7%,0.0%,0.0%,35,,,,,,,
,Satisfied,22.5%,50.0%,22.5%,5.0%,0.0%,80,,,,,,,
,Neutral,36.4%,45.5%,18.2%,0.0%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,25.0%,50.0%,0.0%,25.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
"Q27c Importance of Promoting business-friendly climate, including tax reduction efforts (all)",,,,,,,,,,,,,,
,,"Promoting business-friendly climate, including tax reduction efforts",,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,40.3%,45.6%,12.1%,0.7%,1.3%,149,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,44.0%,42.7%,10.7%,0.0%,2.7%,75,,,,,,,
,Biotechnology/ Life Science Service,36.5%,48.1%,13.5%,1.9%,0.0%,52,,,,,,,
,Other,33.3%,52.4%,14.3%,0.0%,0.0%,21,,,,,,,
Position,CEO/CFO,46.8%,43.5%,8.1%,1.6%,0.0%,62,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",42.3%,34.6%,15.4%,0.0%,7.7%,26,,,,,,,
,Service Provider,50.0%,30.0%,20.0%,0.0%,0.0%,10,,,,,,,
,Business Dev Director,30.4%,52.2%,17.4%,0.0%,0.0%,23,,,,,,,
,Other/Research,28.6%,60.7%,10.7%,0.0%,0.0%,28,,,,,,,
NJ Employees,Less than 10,27.1%,54.2%,16.7%,2.1%,0.0%,48,,,,,,,
,10 - 49,47.6%,40.5%,11.9%,0.0%,0.0%,42,,,,,,,
,50 or More,42.1%,42.1%,13.2%,0.0%,2.6%,38,,,,,,,
BioNJ Membership,Yes,41.5%,45.4%,11.5%,0.8%,0.8%,130,,,,,,,
,Former member,40.0%,40.0%,20.0%,0.0%,0.0%,10,,,,,,,
,Never member,22.2%,55.6%,11.1%,0.0%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,49.3%,40.8%,8.5%,1.4%,0.0%,71,,,,,,,
,Some responsibility,32.1%,54.7%,11.3%,0.0%,1.9%,53,,,,,,,
,No responsibility,33.3%,37.5%,25.0%,0.0%,4.2%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,45.0%,44.0%,11.0%,0.0%,0.0%,100,,,,,,,
,Neutral,28.0%,52.0%,16.0%,0.0%,4.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,50.0%,25.0%,0.0%,25.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,42.9%,42.9%,14.3%,0.0%,0.0%,35,,,,,,,
,Satisfied,40.5%,46.8%,12.7%,0.0%,0.0%,79,,,,,,,
,Neutral,41.7%,50.0%,0.0%,0.0%,8.3%,12,,,,,,,
,Not Satisfied/ Not Satisfied At All,50.0%,25.0%,0.0%,25.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q27d Importance of Job training (all),,,,,,,,,,,,,,
,,Job training,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,17.1%,46.7%,29.6%,5.9%,0.7%,152,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,18.9%,50.0%,24.3%,5.4%,1.4%,74,,,,,,,
,Biotechnology/ Life Science Service,14.5%,47.3%,29.1%,9.1%,0.0%,55,,,,,,,
,Other,13.6%,36.4%,50.0%,0.0%,0.0%,22,,,,,,,
Position,CEO/CFO,16.4%,36.1%,36.1%,11.5%,0.0%,61,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",23.1%,46.2%,23.1%,3.8%,3.8%,26,,,,,,,
,Service Provider,9.1%,63.6%,27.3%,0.0%,0.0%,11,,,,,,,
,Business Dev Director,20.0%,48.0%,32.0%,0.0%,0.0%,25,,,,,,,
,Other/Research,13.8%,62.1%,20.7%,3.4%,0.0%,29,,,,,,,
NJ Employees,Less than 10,10.4%,35.4%,41.7%,12.5%,0.0%,48,,,,,,,
,10 - 49,17.1%,56.1%,24.4%,2.4%,0.0%,41,,,,,,,
,50 or More,22.0%,51.2%,24.4%,2.4%,0.0%,41,,,,,,,
BioNJ Membership,Yes,16.5%,48.9%,28.6%,6.0%,0.0%,133,,,,,,,
,Former member,30.0%,30.0%,40.0%,0.0%,0.0%,10,,,,,,,
,Never member,11.1%,33.3%,33.3%,11.1%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,17.8%,35.6%,35.6%,11.0%,0.0%,73,,,,,,,
,Some responsibility,18.5%,55.6%,22.2%,1.9%,1.9%,54,,,,,,,
,No responsibility,12.5%,62.5%,25.0%,0.0%,0.0%,24,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,19.4%,48.5%,27.2%,4.9%,0.0%,103,,,,,,,
,Neutral,7.7%,50.0%,34.6%,7.7%,0.0%,26,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,19.4%,47.2%,33.3%,0.0%,0.0%,36,,,,,,,
,Satisfied,15.9%,51.2%,25.6%,7.3%,0.0%,82,,,,,,,
,Neutral,18.2%,45.5%,36.4%,0.0%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,25.0%,25.0%,50.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q27e Importance of Biofuels standards (all),,,,,,,,,,,,,,
,,Biofuels standards,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,4.1%,20.4%,55.8%,14.3%,5.4%,147,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,4.1%,17.6%,56.8%,10.8%,10.8%,74,,,,,,,
,Biotechnology/ Life Science Service,4.0%,28.0%,54.0%,14.0%,0.0%,50,,,,,,,
,Other,4.5%,9.1%,59.1%,27.3%,0.0%,22,,,,,,,
Position,CEO/CFO,3.3%,15.0%,55.0%,16.7%,10.0%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",0.0%,45.8%,33.3%,12.5%,8.3%,24,,,,,,,
,Service Provider,11.1%,22.2%,44.4%,22.2%,0.0%,9,,,,,,,
,Business Dev Director,4.0%,24.0%,60.0%,12.0%,0.0%,25,,,,,,,
,Other/Research,6.9%,6.9%,75.9%,10.3%,0.0%,29,,,,,,,
NJ Employees,Less than 10,8.2%,14.3%,46.9%,22.4%,8.2%,49,,,,,,,
,10 - 49,2.4%,17.1%,65.9%,12.2%,2.4%,41,,,,,,,
,50 or More,2.7%,32.4%,54.1%,8.1%,2.7%,37,,,,,,,
BioNJ Membership,Yes,3.9%,20.3%,55.5%,14.8%,5.5%,128,,,,,,,
,Former member,10.0%,20.0%,70.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,22.2%,44.4%,22.2%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,1.4%,15.5%,62.0%,15.5%,5.6%,71,,,,,,,
,Some responsibility,7.5%,32.1%,43.4%,13.2%,3.8%,53,,,,,,,
,No responsibility,4.5%,9.1%,68.2%,13.6%,4.5%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,3.0%,21.2%,55.6%,14.1%,6.1%,99,,,,,,,
,Neutral,8.3%,16.7%,54.2%,16.7%,4.2%,24,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,75.0%,25.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,2.9%,14.3%,71.4%,5.7%,5.7%,35,,,,,,,
,Satisfied,2.6%,24.7%,53.2%,15.6%,3.9%,77,,,,,,,
,Neutral,9.1%,18.2%,27.3%,27.3%,18.2%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,20.0%,0.0%,40.0%,40.0%,0.0%,5,,,,,,,
,,,,,,,,,,,,,,
Q27f Importance of Biosimilars (all),,,,,,,,,,,,,,
,,Biosimilars,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,12.9%,38.1%,38.1%,8.2%,2.7%,147,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,9.5%,40.5%,40.5%,4.1%,5.4%,74,,,,,,,
,Biotechnology/ Life Science Service,14.0%,42.0%,34.0%,10.0%,0.0%,50,,,,,,,
,Other,22.7%,22.7%,36.4%,18.2%,0.0%,22,,,,,,,
Position,CEO/CFO,4.9%,32.8%,49.2%,8.2%,4.9%,61,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",25.0%,41.7%,20.8%,8.3%,4.2%,24,,,,,,,
,Service Provider,11.1%,55.6%,33.3%,0.0%,0.0%,9,,,,,,,
,Business Dev Director,25.0%,37.5%,29.2%,8.3%,0.0%,24,,,,,,,
,Other/Research,10.3%,41.4%,37.9%,10.3%,0.0%,29,,,,,,,
NJ Employees,Less than 10,16.0%,26.0%,36.0%,16.0%,6.0%,50,,,,,,,
,10 - 49,7.3%,48.8%,41.5%,2.4%,0.0%,41,,,,,,,
,50 or More,16.7%,36.1%,38.9%,8.3%,0.0%,36,,,,,,,
BioNJ Membership,Yes,14.1%,39.8%,35.9%,7.8%,2.3%,128,,,,,,,
,Former member,10.0%,20.0%,70.0%,0.0%,0.0%,10,,,,,,,
,Never member,0.0%,33.3%,33.3%,22.2%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,12.5%,37.5%,40.3%,6.9%,2.8%,72,,,,,,,
,Some responsibility,13.5%,38.5%,36.5%,7.7%,3.8%,52,,,,,,,
,No responsibility,13.6%,40.9%,31.8%,13.6%,0.0%,22,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,15.0%,41.0%,33.0%,8.0%,3.0%,100,,,,,,,
,Neutral,12.5%,41.7%,41.7%,4.2%,0.0%,24,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,0.0%,75.0%,25.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,11.4%,37.1%,45.7%,2.9%,2.9%,35,,,,,,,
,Satisfied,16.9%,40.3%,31.2%,9.1%,2.6%,77,,,,,,,
,Neutral,0.0%,54.5%,36.4%,9.1%,0.0%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,20.0%,20.0%,40.0%,20.0%,0.0%,5,,,,,,,
,,,,,,,,,,,,,,
Q27g Importance of Mandatory labeling of GMOs (all),,,,,,,,,,,,,,
,,Mandatory labeling of GMOs,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,11.3%,22.5%,49.3%,11.3%,5.6%,142,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,9.9%,21.1%,50.7%,9.9%,8.5%,71,,,,,,,
,Biotechnology/ Life Science Service,14.0%,26.0%,46.0%,14.0%,0.0%,50,,,,,,,
,Other,10.0%,15.0%,55.0%,10.0%,10.0%,20,,,,,,,
Position,CEO/CFO,6.7%,20.0%,50.0%,15.0%,8.3%,60,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",20.8%,37.5%,33.3%,4.2%,4.2%,24,,,,,,,
,Service Provider,22.2%,11.1%,44.4%,22.2%,0.0%,9,,,,,,,
,Business Dev Director,8.7%,21.7%,56.5%,8.7%,4.3%,23,,,,,,,
,Other/Research,11.5%,19.2%,57.7%,7.7%,3.8%,26,,,,,,,
NJ Employees,Less than 10,4.3%,19.1%,46.8%,21.3%,8.5%,47,,,,,,,
,10 - 49,12.2%,19.5%,56.1%,9.8%,2.4%,41,,,,,,,
,50 or More,20.0%,31.4%,45.7%,0.0%,2.9%,35,,,,,,,
BioNJ Membership,Yes,12.2%,24.4%,48.0%,12.2%,3.3%,123,,,,,,,
,Former member,10.0%,10.0%,70.0%,0.0%,10.0%,10,,,,,,,
,Never member,0.0%,11.1%,44.4%,11.1%,33.3%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,8.7%,20.3%,52.2%,14.5%,4.3%,69,,,,,,,
,Some responsibility,11.8%,23.5%,47.1%,9.8%,7.8%,51,,,,,,,
,No responsibility,19.0%,23.8%,47.6%,4.8%,4.8%,21,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,13.7%,23.2%,46.3%,12.6%,4.2%,95,,,,,,,
,Neutral,8.3%,25.0%,58.3%,8.3%,0.0%,24,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,33.3%,33.3%,33.3%,0.0%,3,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,14.7%,17.6%,55.9%,8.8%,2.9%,34,,,,,,,
,Satisfied,9.5%,27.0%,51.4%,9.5%,2.7%,74,,,,,,,
,Neutral,27.3%,27.3%,18.2%,18.2%,9.1%,11,,,,,,,
,Not Satisfied/ Not Satisfied At All,0.0%,25.0%,0.0%,75.0%,0.0%,4,,,,,,,
,,,,,,,,,,,,,,
Q27h Importance of Healthcare Reform (all),,,,,,,,,,,,,,
,,Healthcare Reform,,,,,Total,,,,,,,
,,Very Important,Important,Neutral,Not Important,Not Important At All,Count,,,,,,,
All Respondents,_____________   _____________,26.8%,43.6%,24.2%,4.7%,0.7%,149,,,,,,,
Organization Type,Biotechnology/ Life Science R&D,28.4%,43.2%,24.3%,2.7%,1.4%,74,,,,,,,
,Biotechnology/ Life Science Service,20.8%,47.2%,22.6%,9.4%,0.0%,53,,,,,,,
,Other,33.3%,38.1%,28.6%,0.0%,0.0%,21,,,,,,,
Position,CEO/CFO,14.5%,50.0%,27.4%,8.1%,0.0%,62,,,,,,,
,"Reg/Mktg,Pub Policy/Comm, HR, Legal",44.0%,36.0%,16.0%,0.0%,4.0%,25,,,,,,,
,Service Provider,27.3%,54.5%,18.2%,0.0%,0.0%,11,,,,,,,
,Business Dev Director,33.3%,33.3%,29.2%,4.2%,0.0%,24,,,,,,,
,Other/Research,33.3%,40.7%,22.2%,3.7%,0.0%,27,,,,,,,
NJ Employees,Less than 10,22.4%,40.8%,28.6%,8.2%,0.0%,49,,,,,,,
,10 - 49,26.2%,42.9%,28.6%,2.4%,0.0%,42,,,,,,,
,50 or More,32.4%,51.4%,13.5%,2.7%,0.0%,37,,,,,,,
BioNJ Membership,Yes,27.7%,43.8%,23.1%,5.4%,0.0%,130,,,,,,,
,Former member,20.0%,40.0%,40.0%,0.0%,0.0%,10,,,,,,,
,Never member,22.2%,44.4%,22.2%,0.0%,11.1%,9,,,,,,,
Decision to join organizations like BioNJ,Primary responsibility,24.7%,43.8%,24.7%,6.8%,0.0%,73,,,,,,,
,Some responsibility,30.8%,44.2%,23.1%,0.0%,1.9%,52,,,,,,,
,No responsibility,26.1%,39.1%,26.1%,8.7%,0.0%,23,,,,,,,
Overall Value of BioNJ Membership,Very Valuable/Valuable,29.7%,43.6%,21.8%,5.0%,0.0%,101,,,,,,,
,Neutral,24.0%,44.0%,28.0%,4.0%,0.0%,25,,,,,,,
,Not Valuable/Not Valuable At All,0.0%,50.0%,25.0%,25.0%,0.0%,4,,,,,,,
Overall Satisfaction with BioNJ Programs and Services,Very Satisfied,34.3%,45.7%,17.1%,2.9%,0.0%,35,,,,,,,
,Satisfied,25.3%,41.8%,26.6%,6.3%,0.0%,79,,,,,,,
